Date,Genotype,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Wing clipping pattern was matched within treatment or mismatched,Plate # within a batch,"Three-way mating pattern (FC = female CMY chooser, MS = male starch chooser, etc).",Assay start time,AM or PM?,Order,well possition,Copulation initiation time,Copulation end time,Male wing clip,Female wing clip,Mating pattern,Male diet treatment,Female diet treatment,Type of mating pattern,Binary assortative/disassortative,Loder,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
5/15/14,Canton s,2,matched,2,FC,9:06:00,am,6,,9:20,9:41,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:14:00,0:21:00,14,21
5/15/14,Canton s,2,matched,2,FC,9:06:00,am,10,,9:35,9:56,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:29:00,0:21:00,29,21
5/15/14,Canton s,2,matched,2,FC,9:06:00,am,12,,9:51,10:10,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:45:00,0:19:00,45,19
5/15/14,Canton s,2,matched,2,FC,9:06:00,am,13,,9:54,10:16,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:48:00,0:22:00,48,22
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,1,,9:45,10:03,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:18:00,14,18
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,3,,9:48,10:05,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:17:00,17,17
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,5,,10:05,10:29,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:34:00,0:24:00,34,24
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,6,,10:11,10:36,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:40:00,0:25:00,40,25
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,9,,10:18,10:41,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:47:00,0:23:00,47,23
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,10,,10:21,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:50:00,0:25:00,50,25
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,11,,10:24,10:43,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:53:00,0:19:00,53,19
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,12,,10:24,10:42,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:53:00,0:18:00,53,18
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,2,,9:47,10:03,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:16:00,0:16:00,16,16
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,4,,9:51,10:13,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:20:00,0:22:00,20,22
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,7,,10:11,10:30,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:40:00,0:19:00,40,19
5/22/14,Canton s,1,matched,1,FC,9:31:00,am,8,,10:16,10:33,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:45:00,0:17:00,45,17
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,1,,9:35,9:51,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:00:00,0:16:00,0,16
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,3,,?,10:05,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,7,,9:48,10:10,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:22:00,13,22
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,9,,9:48,10:08,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:20:00,13,20
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,12,,9:50,10:09,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:19:00,15,19
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,13,,9:50,10:12,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:22:00,15,22
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,14,,9:52,10:09,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:17:00,17,17
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,16,,9:52,10:11,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:19:00,17,19
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,21,,10:09,10:26,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:34:00,0:17:00,34,17
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,22,,10:23,10:42,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:48:00,0:19:00,48,19
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,2,,9:40,10:04,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:05:00,0:24:00,5,24
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,4,,9:45,10:08,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:10:00,0:23:00,10,23
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,5,,9:46,10:04,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:11:00,0:18:00,11,18
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,6,,9:46,10:05,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:11:00,0:19:00,11,19
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,8,,9:48,10:12,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:13:00,0:24:00,13,24
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,10,,9:48,10:09,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:13:00,0:21:00,13,21
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,11,,9:48,10:09,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:13:00,0:21:00,13,21
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,15,,9:52,10:14,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:17:00,0:22:00,17,22
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,17,,9:54,10:14,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:19:00,0:20:00,19,20
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,18,,9:55,10:16,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:20:00,0:21:00,20,21
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,19,,9:59,10:14,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:24:00,0:15:00,24,15
5/28/14,Canton s,2,matched,1,FC,9:35:00,am,20,,10:07,10:32,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:32:00,0:25:00,32,25
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,2,,9:35,9:51,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:10:00,0:16:00,10,16
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,3,,9:37,9:51,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:12:00,0:14:00,12,14
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,4,,9:41,10:02,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:16:00,0:21:00,16,21
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,5,,9:43,9:58,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:18:00,0:15:00,18,15
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,6,,9:46,9:54,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:21:00,0:08:00,21,8
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,7,,9:50,10:11,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:25:00,0:21:00,25,21
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,8,,9:50,10:10,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:25:00,0:20:00,25,20
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,9,,9:56,10:16,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:31:00,0:20:00,31,20
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,10,,9:56,10:12,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:31:00,0:16:00,31,16
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,12,,10:06,10:31,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:41:00,0:25:00,41,25
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,1,,9:34,9:53,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:09:00,0:19:00,9,19
6/5/14,Canton s,1,matched,1,FC,9:25:00,am,11,,10:03,10:24,R,L,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:38:00,0:21:00,38,21
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,2,NA,10:22,10:45,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:08:00,0:23:00,8,23
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,3,NA,10:22,10:50,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:08:00,0:28:00,8,28
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,4,NA,NA,NA,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,7,NA,10:25,10:41,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:11:00,0:16:00,11,16
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,18,NA,10:44,11:08,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:30:00,0:24:00,30,24
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,19,NA,10:52,11:17,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:38:00,0:25:00,38,25
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,2,NA,10:25,10:48,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:06:00,0:23:00,6,23
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,3,NA,10:25,10:48,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:06:00,0:23:00,6,23
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,5,NA,10:29,10:55,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:10:00,0:26:00,10,26
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,6,NA,10:29,10:46,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:10:00,0:17:00,10,17
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,7,NA,10:29,10:48,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:10:00,0:19:00,10,19
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,9,NA,10:29,10:48,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:10:00,0:19:00,10,19
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,10,NA,10:31,10:51,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:12:00,0:20:00,12,20
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,12,NA,10:35,10:55,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:16:00,0:20:00,16,20
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,13,NA,10:35,10:57,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:16:00,0:22:00,16,22
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,14,NA,10:36,10:49,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:17:00,0:13:00,17,13
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,15,NA,10:33,10:54,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:14:00,0:21:00,14,21
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,17,NA,10:37,11:04,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:18:00,0:27:00,18,27
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,18,NA,10:39,11:05,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:20:00,0:26:00,20,26
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,19,NA,10:39,11:02,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:20:00,0:23:00,20,23
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,21,NA,10:45,11:07,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:26:00,0:22:00,26,22
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,17,NA,10:38,10:59,L,L,assortative,starch,starch,starch,1,Michael,Michael,Michael,0:24:00,0:21:00,24,21
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,1,NA,10:21,10:39,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:07:00,0:18:00,7,18
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,5,NA,NA,NA,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,6,NA,NA,NA,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,8,NA,10:26,10:50,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:12:00,0:24:00,12,24
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,9,NA,10:26,10:47,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:12:00,0:21:00,12,21
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,10,NA,NA,10:51,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,#VALUE!,#VALUE!,#VALUE!,#VALUE!
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,11,NA,10:31,10:56,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:17:00,0:25:00,17,25
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,12,NA,10:31,10:49,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:17:00,0:18:00,17,18
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,13,NA,10:34,10:51,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:20:00,0:17:00,20,17
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,14,NA,10:34,10:56,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:20:00,0:22:00,20,22
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,15,NA,10:36,10:53,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:22:00,0:17:00,22,17
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,16,NA,10:37,10:59,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:23:00,0:22:00,23,22
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,20,NA,10:55,14:07,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:41:00,3:12:00,41,12
4/17/14,Canton s,1,matched,7,FS,10:14:00,am,21,NA,11:13,11:35,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:59:00,0:22:00,59,22
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,1,NA,10:25,10:45,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:06:00,0:20:00,6,20
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,4,NA,10:25,10:45,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:06:00,0:20:00,6,20
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,8,NA,10:29,10:53,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:10:00,0:24:00,10,24
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,11,NA,10:32,10:58,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:13:00,0:26:00,13,26
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,16,NA,10:37,10:58,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:18:00,0:21:00,18,21
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,20,NA,10:43,11:04,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:24:00,0:21:00,24,21
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,22,NA,10:48,11:03,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:29:00,0:15:00,29,15
4/17/14,Canton s,1,matched,8,FS,10:19:00,am,23,NA,10:57,11:20,R,L,disassortative,cmy,starch,SxC,0,Michael,Michael,Michael,0:38:00,0:23:00,38,23
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,1,C1,9:53,10:11,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:10:00,0:18:00,10,18
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,2,C2,9:55,10:09,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:12:00,0:14:00,12,14
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,3,B5,9:56,10:09,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:13:00,0:13:00,13,13
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,5,A4 OR A5,9:59,10:19,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:16:00,0:20:00,16,20
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,7,C5,10:03,10:19,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:20:00,0:16:00,20,16
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,11,B3,10:15,10:33,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:32:00,0:18:00,32,18
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,15,A4 OR A5,10:21,10:37,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:38:00,0:16:00,38,16
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,18,B4,10:39,11:00,R,R,assortative,starch,starch,starch,1,NA,NA,NA,0:56:00,0:21:00,56,21
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,4,A5,10:17,10:32,R,R,assortative,starch,starch,starch,1,NA,NA,Michael,0:29:00,0:15:00,29,15
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,4,D1,9:56,10:17,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:21:00,13,21
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,6,A1,10:01,10:23,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:18:00,0:22:00,18,22
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,8,C4,10:05,10:25,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:20:00,22,20
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,9,A6,10:08,10:31,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:23:00,25,23
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,10,D2,10:11,10:31,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:28:00,0:20:00,28,20
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,12,B2,10:17,10:34,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:34:00,0:17:00,34,17
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,13,D4,10:20,10:40,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:37:00,0:20:00,37,20
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,14,C6,10:20,10:39,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:37:00,0:19:00,37,19
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,16,D3,10:22,10:37,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:39:00,0:15:00,39,15
4/24/14,Canton s,2,matched,3,FS,9:43:00,am,17,A3,10:33,10:54,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:50:00,0:21:00,50,21
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,1,A6,10:04,10:22,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:16:00,0:18:00,16,18
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,2,A4,10:04,10:32,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:16:00,0:28:00,16,28
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,3,B3,10:14,10:32,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:26:00,0:18:00,26,18
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,5,A3,10:22,10:43,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:34:00,0:21:00,34,21
4/24/14,Canton s,1,matched,8,FS,9:48:00,am,7,B2,10:30,10:48,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:42:00,0:18:00,42,18
4/24/14,Canton s,1,matched,8,FS,9:48:00,am,8,A2,10:43,10:46,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:55:00,0:03:00,55,3
4/24/14,Canton s,2,matched,8,FS,9:48:00,am,6,B1,10:30,10:43,NA,R,NA,NA,starch,NA,NA,NA,NA,Michael,0:42:00,0:13:00,42,13
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,13,,10:07,10:25,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:30:00,0:18:00,30,18
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,1,,9:47,10:06,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:04:00,0:19:00,4,19
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,2,,9:48,10:08,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:05:00,0:20:00,5,20
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,5,,9:50,10:04,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:07:00,0:14:00,7,14
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,8,,9:53,10:15,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:10:00,0:22:00,10,22
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,9,,9:54,10:09,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:11:00,0:15:00,11,15
5/1/14,Canton s,2,matched,8,FS,9:43:00,am,14,,10:10,10:24,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:27:00,0:14:00,27,14
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,3,,9:48,10:09,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:11:00,0:21:00,11,21
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,4,,9:55,10:11,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:18:00,0:16:00,18,16
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,5,,9:57,10:09,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:20:00,0:12:00,20,12
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,6,,9:58,10:21,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:21:00,0:23:00,21,23
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,7,,9:59,10:10,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:11:00,22,11
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,8,,9:59,10:12,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:13:00,22,13
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,9,,9:59,10:21,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:22:00,22,22
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,10,,9:59,10:13,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:14:00,22,14
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,11,,10:02,10:12,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:10:00,25,10
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,12,,10:02,10:22,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:20:00,25,20
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,14,,10:07,10:23,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:30:00,0:16:00,30,16
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,15,,10:09,10:26,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:17:00,32,17
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,16,,10:09,10:23,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:14:00,32,14
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,17,,10:12,10:42,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:35:00,0:30:00,35,30
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,18,,10:12,10:25,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:35:00,0:13:00,35,13
5/1/14,Canton s,1,matched,7,FS,9:37:00,am,19,,10:31,10:45,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:54:00,0:14:00,54,14
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,3,,9:49,10:06,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:06:00,0:17:00,6,17
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,4,,9:49,10:09,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:06:00,0:20:00,6,20
5/1/14,Canton s,1,matched,8,FS,9:43:00,am,6,,9:51,10:10,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:08:00,0:19:00,8,19
