Date,Genotype,"Week 1 set or week 2 set? (generation time is 2 weeks, so sets were staggered to have flies out each week)",Wing clipping pattern was matched within treatment or mismatched,Plate # within a batch,"Three-way mating pattern (FC = female CMY chooser, MS = male starch chooser, etc).",Assay start time,AM or PM?,Order,well possition,Copulation initiation time,Copulation end time,Male wing clip,Female wing clip,Mating pattern,Male diet treatment,Female diet treatment,Type of mating pattern,Binary assortative/disassortative,Loder,Loader,Data recorder,Copulation latency,Latency as integer,Copulation duration,Duration as integer
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,7,D5,10:20,10:39,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:14:00,0:19:00,14,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,9,B3,10:23,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:17:00,0:23:00,17,23
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,12,C4,10:23,10:42,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:17:00,0:19:00,17,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,14,A5,10:29,10:48,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:19:00,23,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,15,A6,10:29,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:17:00,23,17
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,16,B4,10:29,10:50,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:21:00,23,21
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,18,A3,10:29,10:51,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:23:00,0:22:00,23,22
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,19,C1,10:35,10:51,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:29:00,0:16:00,29,16
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,20,D4,10:36,10:55,L,L,assortative,cmy,cmy,cmy,1,NA,NA,Michael,0:30:00,0:19:00,30,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,5,C3,10:20,10:39,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:14:00,0:19:00,14,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,8,C5,10:20,10:41,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:14:00,0:21:00,14,21
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,10,B1,10:23,10:39,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:17:00,0:16:00,17,16
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,11,C2,10:23,10:42,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:17:00,0:19:00,17,19
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,13,D2,10:23,10:39,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:17:00,0:16:00,17,16
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,17,B5,10:29,10:49,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:23:00,0:20:00,23,20
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,21,A4,10:43,10:59,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:37:00,0:16:00,37,16
4/24/14,Canton s,2,matched,7,MC,10:06:00,am,22,B6,10:51,11:04,L,R,disassortative,cmy,starch,SxC,0,NA,NA,Michael,0:45:00,0:13:00,45,13
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,2,,9:58,10:13,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:08:00,0:15:00,8,15
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,3,,9:59,10:13,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,0:14:00,9,14
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,4,,9:59,10:13,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,0:14:00,9,14
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,5,,9:59,10:16,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,0:17:00,9,17
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,8,,10:04,10:19,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:15:00,14,15
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,10,,10:05,10:18,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:13:00,15,13
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,12,,10:07,10:21,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:14:00,17,14
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,13,,10:11,10:21,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:21:00,0:10:00,21,10
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,1,,9:58,10:15,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:08:00,0:17:00,8,17
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,6,,10:02,10:14,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:12:00,0:12:00,12,12
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,7,,10:02,10:15,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:12:00,0:13:00,12,13
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,9,,10:04,10:18,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:14:00,0:14:00,14,14
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,11,,10:05,10:17,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:15:00,0:12:00,15,12
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,14,,10:14,10:22,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:24:00,0:08:00,24,8
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,15,,10:19,10:28,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:29:00,0:09:00,29,9
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,16,,10:25,10:36,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:35:00,0:11:00,35,11
5/1/14,Canton s,1,matched,3,MC,9:50:00,am,17,,10:32,10:41,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:42:00,0:09:00,42,9
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,1,,9:44,10:17,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:33:00,13,33
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,2,,9:45,10:09,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:24:00,14,24
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,6,,9:53,10:18,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:22:00,0:25:00,22,25
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,7,,9:58,10:17,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:27:00,0:19:00,27,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,10,,10:16,10:35,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:45:00,0:19:00,45,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,11,,10:16,10:45,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:45:00,0:29:00,45,29
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,14,,10:24,10:43,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:53:00,0:19:00,53,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,15,,10:28,10:46,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:57:00,0:18:00,57,18
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,2,,9:46,NA,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,#VALUE!,9,#VALUE!
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,4,,9:48,10:11,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:11:00,0:23:00,11,23
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,5,,9:51,10:06,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:15:00,14,15
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,6,,9:51,10:14,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:23:00,14,23
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,7,,9:52,10:11,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:19:00,15,19
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,8,,9:52,10:12,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:20:00,15,20
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,11,,9:54,10:11,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:17:00,17,17
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,13,,10:03,10:30,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:26:00,0:27:00,26,27
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,14,,10:04,10:21,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:27:00,0:17:00,27,17
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,15,,10:07,10:27,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:30:00,0:20:00,30,20
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,16,,10:07,10:27,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:30:00,0:20:00,30,20
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,17,,10:07,10:27,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:30:00,0:20:00,30,20
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,18,,10:18,10:44,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:41:00,0:26:00,41,26
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,20,,10:36,10:59,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:59:00,0:23:00,59,23
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,1,,9:44,NA,NA,L,disassortative,NA,cmy,NA,NA,NA,NA,NA,0:07:00,#VALUE!,7,#VALUE!
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,3,,9:48,10:19,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:17:00,0:31:00,17,31
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,4,,9:49,10:09,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:18:00,0:20:00,18,20
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,5,,9:53,10:17,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:24:00,22,24
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,8,,10:03,10:22,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:32:00,0:19:00,32,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,9,,10:09,10:28,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:38:00,0:19:00,38,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,12,,10:16,10:38,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:45:00,0:22:00,45,22
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,13,,10:22,10:41,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:51:00,0:19:00,51,19
5/7/14,Canton s,2,matched,3,MC,9:31:00,am,16,,10:28,10:46,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:57:00,0:18:00,57,18
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,3,,9:46,10:15,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:09:00,0:29:00,9,29
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,9,,9:52,10:27,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:15:00,0:35:00,15,35
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,10,,9:54,10:14,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:17:00,0:20:00,17,20
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,12,,9:58,10:14,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:21:00,0:16:00,21,16
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,19,,10:20,10:37,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:43:00,0:17:00,43,17
5/7/14,Canton s,2,matched,4,MC,9:37:00,am,21,,10:36,10:56,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:59:00,0:20:00,59,20
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,8,,9:59,10:14,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:42:00,0:15:00,42,15
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,9,,10:00,10:14,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:43:00,0:14:00,43,14
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,2,,9:21,9:38,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:17:00,13,17
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,3,,9:26,9:38,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:18:00,0:12:00,18,12
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,6,,9:27,9:44,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:19:00,0:17:00,19,17
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,8,,9:39,9:58,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:31:00,0:19:00,31,19
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,10,,9:55,10:03,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:47:00,0:08:00,47,8
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,1,,9:30,9:47,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:13:00,0:17:00,13,17
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,2,,9:33,9:45,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:12:00,16,12
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,3,,9:36,9:51,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:19:00,0:15:00,19,15
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,4,,9:39,9:59,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:20:00,22,20
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,5,,9:39,9:59,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:22:00,0:20:00,22,20
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,6,,9:42,9:56,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:14:00,25,14
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,7,,9:54,10:08,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:37:00,0:14:00,37,14
5/15/14,Canton s,2,matched,3,MC,9:17:00,am,10,,10:08,10:27,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:51:00,0:19:00,51,19
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,1,,9:20,9:42,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:12:00,0:22:00,12,22
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,4,,9:26,9:43,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:18:00,0:17:00,18,17
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,5,,9:27,9:38,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:19:00,0:11:00,19,11
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,7,,9:31,9:43,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:23:00,0:12:00,23,12
5/15/14,Canton s,2,matched,4,MC,9:08:00,am,9,,9:49,10:07,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:41:00,0:18:00,41,18
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,1,,9:44,10:06,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:10:00,0:22:00,10,22
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,2,,9:45,10:01,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:11:00,0:16:00,11,16
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,4,,9:49,10:08,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:15:00,0:19:00,15,19
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,6,,9:51,10:12,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:17:00,0:21:00,17,21
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,8,,9:52,10:15,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:18:00,0:23:00,18,23
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,10,,9:53,10:13,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:19:00,0:20:00,19,20
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,11,,9:54,10:22,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:20:00,0:28:00,20,28
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,12,,9:58,10:20,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:24:00,0:22:00,24,22
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,3,,9:48,10:08,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:14:00,0:20:00,14,20
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,5,,9:50,10:08,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:16:00,0:18:00,16,18
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,7,,9:51,10:14,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:17:00,0:23:00,17,23
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,9,,9:52,10:16,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:18:00,0:24:00,18,24
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,13,,10:01,10:19,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:27:00,0:18:00,27,18
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,14,,10:03,10:22,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:29:00,0:19:00,29,19
5/22/14,Canton s,1,matched,2,MC,9:34:00,am,15,,10:04,10:30,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:30:00,0:26:00,30,26
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,1,,9:44,10:15,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:04:00,0:31:00,4,31
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,3,,9:46,10:09,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:06:00,0:23:00,6,23
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,5,,9:49,10:07,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:09:00,0:18:00,9,18
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,6,,9:51,10:13,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:11:00,0:22:00,11,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,7,,9:53,10:15,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:13:00,0:22:00,13,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,8,,9:54,10:22,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:14:00,0:28:00,14,28
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,9,,9:59,10:21,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:19:00,0:22:00,19,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,13,,10:00,10:19,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:20:00,0:19:00,20,19
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,14,,10:01,10:20,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:21:00,0:19:00,21,19
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,16,,10:02,10:22,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:22:00,0:20:00,22,20
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,17,,10:03,10:22,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:23:00,0:19:00,23,19
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,18,,10:03,10:25,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:23:00,0:22:00,23,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,20,,10:23,10:39,R,R,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:43:00,0:16:00,43,16
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,2,,9:45,10:17,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:05:00,0:32:00,5,32
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,4,,9:46,10:07,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:06:00,0:21:00,6,21
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,10,,9:59,10:15,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:19:00,0:16:00,19,16
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,11,,10:00,10:22,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:20:00,0:22:00,20,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,12,,10:00,10:19,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:20:00,0:19:00,20,19
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,15,,10:01,10:21,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:21:00,0:20:00,21,20
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,19,,10:16,10:38,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:36:00,0:22:00,36,22
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,21,,10:29,10:53,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:49:00,0:24:00,49,24
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,22,,10:30,10:56,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:50:00,0:26:00,50,26
5/28/14,Canton s,2,matched,2,MC,9:40:00,am,23,,10:36,11:00,R,L,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:56:00,0:24:00,56,24
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,4,,9:51,10:13,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:31:00,0:22:00,31,22
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,5,,9:52,10:13,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:32:00,0:21:00,32,21
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,7,,9:58,10:19,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:38:00,0:21:00,38,21
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,8,,10:04,10:28,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:44:00,0:24:00,44,24
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,10,,10:16,10:35,L,L,assortative,cmy,cmy,cmy,1,NA,NA,NA,0:56:00,0:19:00,56,19
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,1,,9:45,10:00,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:25:00,0:15:00,25,15
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,2,,9:46,10:08,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:26:00,0:22:00,26,22
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,3,,9:49,10:09,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:29:00,0:20:00,29,20
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,6,,9:57,10:19,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:37:00,0:22:00,37,22
6/5/14,Canton s,1,matched,2,MC,9:20:00,am,9,,10:15,10:34,L,R,disassortative,cmy,starch,SxC,0,NA,NA,NA,0:55:00,0:19:00,55,19
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,1,NA,9:59,10:12,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:05:00,0:13:00,5,13
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,6,NA,10:10,10:32,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:16:00,0:22:00,16,22
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,9,NA,10:15,10:37,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:21:00,0:22:00,21,22
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,10,NA,10:17,10:35,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:23:00,0:18:00,23,18
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,11,NA,10:19,10:27,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:25:00,0:08:00,25,8
4/17/14,Canton s,1,matched,6,MS,10:02:00,am,4,NA,10:14,10:33,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:12:00,0:19:00,12,19
4/17/14,Canton s,1,matched,6,MS,10:02:00,am,7,NA,10:22,10:40,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:20:00,0:18:00,20,18
4/17/14,Canton s,1,matched,6,MS,10:02:00,am,11,NA,10:29,10:47,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:27:00,0:18:00,27,18
4/17/14,Canton s,1,matched,6,MS,10:02:00,am,13,NA,10:43,11:04,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:41:00,0:21:00,41,21
4/17/14,Canton s,1,matched,6,MS,10:02:00,am,16,NA,10:59,11:18,L,L,assortative,starch,starch,starch,1,NA,NA,NA,0:57:00,0:19:00,57,19
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,2,NA,10:02,10:20,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:08:00,0:18:00,8,18
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,3,NA,10:08,10:27,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:14:00,0:19:00,14,19
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,4,NA,10:08,10:30,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:14:00,0:22:00,14,22
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,5,NA,10:09,10:30,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:15:00,0:21:00,15,21
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,7,NA,10:14,10:32,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:20:00,0:18:00,20,18
4/17/14,Canton s,1,matched,5,MS,9:54:00,am,8,NA,10:14,10:35,L,R,disassortative,starch,cmy,CxS,0,NA,NA,NA,0:20:00,0:21:00,20,21
